Sample Name,Sample Description,Sample ID,Run ID,Experiment type,Instrument model,Release version
MET0259,Human Skin Metagenome,SRS731688,SRR1631699,metagenomic,Illumina HiSeq 2000,2
MET0261,Human Skin Metagenome,SRS731689,SRR1631706,metagenomic,Illumina HiSeq 2000,2
MET0261,Human Skin Metagenome,SRS731689,SRR1631707,metagenomic,Illumina HiSeq 2000,2
MET0261,Human Skin Metagenome,SRS731689,SRR1631708,metagenomic,Illumina HiSeq 2000,2
MET0261,Human Skin Metagenome,SRS731689,SRR1631709,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631700,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631701,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631702,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631703,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631704,metagenomic,Illumina HiSeq 2000,2
MET0260,Human Skin Metagenome,SRS731690,SRR1631705,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631710,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631711,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631712,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631713,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631714,metagenomic,Illumina HiSeq 2000,2
MET0262,Human Skin Metagenome,SRS731691,SRR1631715,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631716,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631717,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631718,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631719,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631720,metagenomic,Illumina HiSeq 2000,2
MET0263,Human Skin Metagenome,SRS731692,SRR1631721,metagenomic,Illumina HiSeq 2000,2
MET0264,Human Skin Metagenome,SRS731693,SRR1631722,metagenomic,Illumina HiSeq 2000,2
MET0264,Human Skin Metagenome,SRS731693,SRR1631723,metagenomic,Illumina HiSeq 2000,2
MET0264,Human Skin Metagenome,SRS731693,SRR1631724,metagenomic,Illumina HiSeq 2000,2
MET0264,Human Skin Metagenome,SRS731693,SRR1631725,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632302,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632303,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632304,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632305,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632306,metagenomic,Illumina HiSeq 2000,2
MET0266,Human Skin Metagenome,SRS731931,SRR1632307,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632296,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632297,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632298,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632299,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632300,metagenomic,Illumina HiSeq 2000,2
MET0265,Human Skin Metagenome,SRS731932,SRR1632301,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632308,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632309,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632310,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632311,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632312,metagenomic,Illumina HiSeq 2000,2
MET0267,Human Skin Metagenome,SRS731933,SRR1632313,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632314,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632315,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632316,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632317,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632318,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632319,metagenomic,Illumina HiSeq 2000,2
MET0268,Human Skin Metagenome,SRS731934,SRR1632320,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632321,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632322,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632323,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632324,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632325,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632326,metagenomic,Illumina HiSeq 2000,2
MET0269,Human Skin Metagenome,SRS731935,SRR1632327,metagenomic,Illumina HiSeq 2000,2
MET0270,Human Skin Metagenome,SRS731936,SRR1632328,metagenomic,Illumina HiSeq 2000,2
MET0270,Human Skin Metagenome,SRS731936,SRR1632329,metagenomic,Illumina HiSeq 2000,2
MET0270,Human Skin Metagenome,SRS731936,SRR1632330,metagenomic,Illumina HiSeq 2000,2
MET0270,Human Skin Metagenome,SRS731936,SRR1632331,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632332,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632333,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632334,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632335,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632336,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632337,metagenomic,Illumina HiSeq 2000,2
MET0271,Human Skin Metagenome,SRS731937,SRR1632338,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632339,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632340,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632341,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632342,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632343,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632344,metagenomic,Illumina HiSeq 2000,2
MET0272,Human Skin Metagenome,SRS731938,SRR1632345,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632346,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632347,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632348,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632349,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632350,metagenomic,Illumina HiSeq 2000,2
MET0273,Human Skin Metagenome,SRS731939,SRR1632351,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632352,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632353,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632354,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632355,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632356,metagenomic,Illumina HiSeq 2000,2
MET0274,Human Skin Metagenome,SRS731940,SRR1632357,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632358,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632359,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632360,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632361,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632362,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632363,metagenomic,Illumina HiSeq 2000,2
MET0275,Human Skin Metagenome,SRS731941,SRR1632364,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632365,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632366,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632367,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632368,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632369,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632370,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632371,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632372,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632373,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632374,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632375,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632376,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632377,metagenomic,Illumina HiSeq 2000,2
MET0276,Human Skin Metagenome,SRS731942,SRR1632378,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632379,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632380,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632381,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632382,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632383,metagenomic,Illumina HiSeq 2000,2
MET0277,Human Skin Metagenome,SRS731943,SRR1632384,metagenomic,Illumina HiSeq 2000,2
MET0278,Human Skin Metagenome,SRS731944,SRR1632385,metagenomic,Illumina HiSeq 2000,2
MET0278,Human Skin Metagenome,SRS731944,SRR1632386,metagenomic,Illumina HiSeq 2000,2
MET0278,Human Skin Metagenome,SRS731944,SRR1632387,metagenomic,Illumina HiSeq 2000,2
MET0278,Human Skin Metagenome,SRS731944,SRR1632388,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632389,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632390,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632391,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632392,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632393,metagenomic,Illumina HiSeq 2000,2
MET0279,Human Skin Metagenome,SRS731945,SRR1632394,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632395,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632396,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632397,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632398,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632399,metagenomic,Illumina HiSeq 2000,2
MET0280,Human Skin Metagenome,SRS731946,SRR1632400,metagenomic,Illumina HiSeq 2000,2
MET0281,Human Skin Metagenome,SRS731947,SRR1632401,metagenomic,Illumina HiSeq 2000,2
MET0281,Human Skin Metagenome,SRS731947,SRR1632402,metagenomic,Illumina HiSeq 2000,2
MET0281,Human Skin Metagenome,SRS731947,SRR1632403,metagenomic,Illumina HiSeq 2000,2
MET0281,Human Skin Metagenome,SRS731947,SRR1632404,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632405,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632406,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632407,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632408,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632409,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632410,metagenomic,Illumina HiSeq 2000,2
MET0282,Human Skin Metagenome,SRS731948,SRR1632411,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632412,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632413,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632414,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632415,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632416,metagenomic,Illumina HiSeq 2000,2
MET0283,Human Skin Metagenome,SRS731949,SRR1632417,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632418,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632419,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632420,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632421,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632422,metagenomic,Illumina HiSeq 2000,2
MET0284,Human Skin Metagenome,SRS731950,SRR1632423,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632425,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632426,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632427,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632428,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632429,metagenomic,Illumina HiSeq 2000,2
MET0285,Human Skin Metagenome,SRS731952,SRR1632430,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632431,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632432,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632433,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632434,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632435,metagenomic,Illumina HiSeq 2000,2
MET0286,Human Skin Metagenome,SRS731953,SRR1632436,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632437,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632438,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632439,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632440,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632441,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632442,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632443,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632444,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632445,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632446,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632447,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632448,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632449,metagenomic,Illumina HiSeq 2000,2
MET0287,Human Skin Metagenome,SRS731954,SRR1632450,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632451,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632452,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632453,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632454,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632455,metagenomic,Illumina HiSeq 2000,2
MET0288,Human Skin Metagenome,SRS731955,SRR1632456,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632457,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632458,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632459,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632460,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632461,metagenomic,Illumina HiSeq 2000,2
MET0289,Human Skin Metagenome,SRS731956,SRR1632462,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632463,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632464,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632465,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632466,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632467,metagenomic,Illumina HiSeq 2000,2
MET0290,Human Skin Metagenome,SRS731957,SRR1632468,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632469,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632470,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632471,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632472,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632473,metagenomic,Illumina HiSeq 2000,2
MET0291,Human Skin Metagenome,SRS731958,SRR1632474,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632475,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632476,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632477,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632478,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632479,metagenomic,Illumina HiSeq 2000,2
MET0292,Human Skin Metagenome,SRS731959,SRR1632480,metagenomic,Illumina HiSeq 2000,2
MET0293,Human Skin Metagenome,SRS731960,SRR1632481,metagenomic,Illumina HiSeq 2000,2
MET0293,Human Skin Metagenome,SRS731960,SRR1632482,metagenomic,Illumina HiSeq 2000,2
MET0293,Human Skin Metagenome,SRS731960,SRR1632483,metagenomic,Illumina HiSeq 2000,2
MET0293,Human Skin Metagenome,SRS731960,SRR1632484,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632485,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632486,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632487,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632488,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632489,metagenomic,Illumina HiSeq 2000,2
MET0294,Human Skin Metagenome,SRS731961,SRR1632490,metagenomic,Illumina HiSeq 2000,2
MET0295,Human Skin Metagenome,SRS731967,SRR1632785,metagenomic,Illumina HiSeq 2000,2
MET0295,Human Skin Metagenome,SRS731967,SRR1632786,metagenomic,Illumina HiSeq 2000,2
MET0295,Human Skin Metagenome,SRS731967,SRR1632787,metagenomic,Illumina HiSeq 2000,2
MET0295,Human Skin Metagenome,SRS731967,SRR1632788,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632789,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632790,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632791,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632792,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632793,metagenomic,Illumina HiSeq 2000,2
MET0296,Human Skin Metagenome,SRS731968,SRR1632794,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632795,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632796,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632797,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632798,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632799,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632800,metagenomic,Illumina HiSeq 2000,2
MET0297,Human Skin Metagenome,SRS731969,SRR1632801,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632802,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632803,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632804,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632805,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632806,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632807,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632808,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632809,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632810,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632811,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632812,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632813,metagenomic,Illumina HiSeq 2000,2
MET0298,Human Skin Metagenome,SRS731970,SRR1632814,metagenomic,Illumina HiSeq 2000,2
